Problem Name	00intro	01circleArea	02circleCirc	03square	04circle	05circle	06circle	07circle	08circle	09fence	10pool	11semicircle	12add	13add	14subtract	15subtract	16quarterCircle	17star	18shaded	19shaded	20pill	21mix	22mix	23shaded	24tail	25shaded	26icecream
%(q3e-h3)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col2.q3b),""Take a look at the formula for finding the circumference (C) of the circle: it is '2R * pi' (diameter times pi). So all you have to do is multiply 2R by pi."","""")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"<%=ifThen(hasValue(col3.q3c,col4.q3d),""You have correctly found the areas of the %(shape1)% and the %(shape2)%! Subtract the %(shape1)% from the %(shape2)% to find the area of the complex shape!"",""What are the areas of the %(shape1)% and the %(shape2)%?"")%> "	-	-	-
%(q3e-h4)%	-	-	-	-	-	-	"<%=ifThen(hasValue(col2.q3b),""2R * pi&nbsp;= %(ansQ3b)% * 3.14. Enter the expression into the highlighted box to calculate the circumference of the circle."","""")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"<%=ifThen(hasValue(col3.q3c,col4.q3d),""Area of the complex shape is '%(shape2)%' - %(shape1)%'&nbsp;= %(ansQ3d)% - %(ansQ3c)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the %(shape1)% and the %(shape2)%."")%>"	-	-	-
%(q3f-h1)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q3f-h2)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q3f-h3)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q3f-h4)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	- 																							
%(q4a-h1)%	-	-	This is step 1 of finding the circumference of the circle. Enter the length of the circle's radius here. 	-	"This is step 3, the last step, of solving the radius from the circle's area. We are taking one step back from the 'square of the radius' (R^2) to the 'radius' (R). How can you take a step back from 'R^2' to 'R'?"	"This is step 3, the last step, of solving the radius from the circle's circumference. We are taking one step back from the 'diameter' (2R) to the 'radius'. How can you take a step back from the value of '2R' from 'R'?"	-	"It is easier to solve for the diameter (D) from the circumference (C), but you can still solve for the radius (R) by 'undoing' the steps of finding the circumference: 1. multiplying the radius by 2, and 2. multiplying the result by pi."	"It is easier to solve for the diameter (D) from the circumference (C), but you can still solve for the radius (R) by 'undoing' the steps of finding the circumference: 1. multiplying the radius by 2, and 2. multiplying the result by pi."	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4a-h2)%	-	-	Radius is a segment that connects the circle's center to its circumference. 	-	"<%=ifThen(hasValue(col2.q4b),""In question 1, you squared the radius simply by multiplying the radius by itself. You can 'undo' squaring by taking a square root."",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	"<%=ifThen(hasValue(col2.q4b),""In question 1, you found the value of the diameter by multiplying the radius by 2. You can 'undo' this multiplication of 2 by doing the inverse operation of multiplication."",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	-	"<%=ifThen(hasValue(col2.q4b),""Hey! You already found the length of the diameter. Look no further; get the length of the radius by dividing the length of the diameter by 2."", ifThen(hasValue(col4.q4d),""'Undo' the multiplication of pi by dividing pi away from the circumference: %(ansQ4d)%/pi. What next? What is left to 'undo'?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's circumference, or you entered it incorrectly.""))%>"	"<%=ifThen(hasValue(col2.q4b),""Hey! You already found the length of the diameter. Look no further; get the length of the radius by dividing the length of the diameter by 2."", ifThen(hasValue(col4.q4d),""'Undo' the multiplication of pi by dividing pi away from the circumference: %(ansQ4d)%/pi. What next? What is left to 'undo'?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's circumference, or you entered it incorrectly.""))%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4a-h3)%	-	-	What information is given in this question? Read question 2 again carefully.	-	"<%=ifThen(hasValue(col2.q4b),""Not sure what a square root is? Look at this example: '3*3=9'. 9 is the square of 3, and 3 is the square root of 9! What is the square root of the square of the radius, %(ansQ4b)%?"",""Uh oh! We cannot give you more hints because either you have not entered the value of radius-squared, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(col2.q4b),""The inverse operation of 'multiplication' is 'division'. 'Undo' the multiplication of 2 on '2R', by dividing it by 2."",""Uh oh! We cannot give you more hints because either you have not entered the length of the diameter, or entered it incorrectly."")%>"	-	"<%=ifThen(hasValue(col2.q4b),""Since the diameter is %(ansQ4b)% %(unt1)%, the radius is %(ansQ4b)% / 2. Enter the expression into the highlighted box"", ifThen(hasValue(col4.q4d),""You still need to 'undo' the multiplication of 2. 'Undo' the multiplication by dividing '%(ansQ4d)%/pi' by 2."",""""))%>"	"<%=ifThen(hasValue(col2.q4b),""Since the diameter is %(ansQ4b)% %(unt1)%, the radius is %(ansQ4b)% / 2. Enter the expression into the highlighted box"", ifThen(hasValue(col4.q4d),""You still need to 'undo' the multiplication of 2. 'Undo' the multiplication by dividing '%(ansQ4d)%/pi' by 2."",""""))%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4a-h4)%	-	-	The radius is %(ansQ4a)% %(unit1word)% long. Enter it into the highlighted box.	-	"<%=ifThen(hasValue(col2.q4b),""Take the square root of radius-squared (%(ansQ4b)%) by entering this expression into the highlighted box: |%(ansQ4b)%. (The box will calculate for you.)"","""")%>"	"<%=ifThen(hasValue(col2.q4b),""Divide the diameter(%(ansQ4b)% %(unt1)%) by 2: %(ansQ4b)% / 2&nbsp;= %(ansQ4a)% %(unt1)%. Enter it into the highlighted box."","""")%>"	-	"<%=ifThen(hasValue(col2.q4b),"""", ifThen(hasValue(col4.q4d),""Solve for the radius by entering the following expression: '%(ansQ4d)% / pi / 2'. (Make sure you replace 'pi' with its approximated value of 3.14)."",""""))%>"	"<%=ifThen(hasValue(col2.q4b),"""", ifThen(hasValue(col4.q4d),""Solve for the radius by entering the following expression: '%(ansQ4d)% / pi / 2'. (Make sure you replace 'pi' with its approximated value of 3.14)."",""""))%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4b-h1)%	-	-	This is step 2 of finding the circumference of the circle. Enter the length of the diameter (two radii) here. 	-	This is step 2 of solving the radius. We are taking one step back from the 'area' (R^2 * pi) to the 'square of the radius' (R^2). How can you take a step back from 'R^2 * pi' to 'R^2'?	This is step 2 of solving the radius. We are taking one step back from the 'circumference' (2R * pi) to the 'diameter' (2R). How can you take a step back from '2R * pi' to '2R'? 	-	Solve for the diameter (D) from the circumference (C) using inverse operations to 'undo' the steps you take finding the circumference.	Solve for the diameter (D) from the circumference (C) using inverse operations to 'undo' the steps you take finding the circumference.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4b-h2)%	-	-	"If you know the length of the radius, you can easily find the length of the diameter; simply multiply the length of the radius by two."	-	"<%=ifThen(hasValue(col3.q4c),""In question 1, you found the area by multiplying radius-squared by pi. Now you must 'undo' the multiplication! What is the inverse operation of multiplication?"",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	"<%=ifThen(hasValue(col3.q4c),""In question 1, you found the circumference by multiplying the diameter (2 radii) by pi. You can 'undo' this multiplication of pi by doing the inverse operation of multiplication."",""Are you sure you are ready to do this part? Remember, this row goes backwards!"")%>"	-	"<%=ifThen(hasValue(col4.q4d),""You can quickly find the length of the circumference very easily using the diameter: diameter (D) * pi&nbsp;= Circumference (C). Now, how would you 'undo' the multiplication of pi?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's circumference, or you entered it incorrectly."")%>"	"<%=ifThen(hasValue(col4.q4d),""You can quickly find the length of the circumference very easily using the diameter: diameter (D) * pi&nbsp;= Circumference (C). Now, how would you 'undo' the multiplication of pi?"",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's circumference, or you entered it incorrectly."")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4b-h3)%	-	-	"<%=ifThen(hasValue(col1.q4a),""The radii of the circle is %(ansQ4a)% %(unt1)% long. Therefore, the diameter (2 radii) is %(ansQ4b)% %(unt1)% long. Enter it into the highlighted box."",""Uh oh! We cannot give you more hints because you have either not entered the value for the radius yet, or entered it incorrectly."")%>"	-	"<%=ifThen(hasValue(col3.q4c),""The inverse operation of 'multiplication' is 'division'. You can 'undo' a multiplicaton of pi, by dividing by pi."",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's area, or you entered it incorrectly."")%>"	"<%=ifThen(hasValue(col3.q4c),""The inverse operation of 'multiplication' is 'division'. 'Undo' the multiplicaton of pi, by dividing by pi."",""Uh oh! We cannot give you more hints because either you have not entered the value of the circle's circumference, or you entered it incorrectly."")%>"	-	"<%=ifThen(hasValue(col4.q4d),""The inverse operation of 'multiplication' is 'division'. 'Undo' the multiplication of pi by dividing pi from the circumference to get the length of the diameter."","""")%>"	"<%=ifThen(hasValue(col4.q4d),""The inverse operation of 'multiplication' is 'division'. 'Undo' the multiplication of pi by dividing pi from the circumference to get the length of the diameter."","""")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4b-h4)%	-	-	"<%=ifThen(hasValue(col1.q4a),"""","""")%>"	-	"<%=ifThen(hasValue(col3.q4c),""Now, 'undo' the multiplication of pi, by dividing the area (%(ansQ4c)% %(unt2)%) by pi: %(ansQ4c)% / pi&nbsp;= %(ansQ4c)% / 3.14. Enter the expression into the highlighted box."","""")%>"	"<%=ifThen(hasValue(col3.q4c),""Divide the circumference (%(ansQ4c)% %(unt1)%) by pi: %(ansQ4c)% / pi&nbsp;= %(ansQ4c)% / 3.14. Enter the expression into the highlighted box. "","""")%>"	-	"<%=ifThen(hasValue(col4.q4d),""Solve for the radius by entering the following expression: '%(ansQ4d)% / pi'. (Make sure you replace 'pi' with its approximated value of 3.14)"","""")%>"	"<%=ifThen(hasValue(col4.q4d),""Solve for the radius by entering the following expression: '%(ansQ4d)% / pi'. (Make sure you replace 'pi' with its approximated value of 3.14)"","""")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4c-h1)%	-	-	"This is step 3, the last step, of finding the circumference of the circle. Enter the value of the circle's circumference here."	-	This is step 1 of solving the radius from the circle's area. Enter the value of the circle's area here. 	This is step 1 of solving the radius from the circle's circumference. Enter the value of the circle's circumference here. 	-	Enter the value of the circle's area here. %(gloss-area-h1)%	Enter the value of the circle's area here. %(gloss-area-h1)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4c-h2)%	-	-	"<%=ifThen(hasValue(col2.q4b),""You've correctly entered the length of the diameter (2 radii). What is the last thing you must multiply to %(ansQ4b)% in order to get the circumference?"",""Uh oh! We cannot give you more hints because you have either not entered the value for the diameter yet, or entered it incorrectly."")%>"	-	What information is given in this question? Read question 2 again carefully.	What information is given in this question? Read question 2 again carefully.	-	%(gloss-area-h2)%	%(gloss-area-h2)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4c-h3)%	-	-	"<%=ifThen(hasValue(col2.q4b),""Take a look at the formula for finding the circumference (C) of the circle: it is '2R * pi' (diameter times pi). So all you have to do is multiply 2R by pi."","""")%>"	-	"The area is %(calc-gvn)% %(unit2word)%. Enter the it into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	"The circumference is %(calc-gvn)% %(unit1word)%. Enter it into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	-	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4c-h4)%	-	-	"<%=ifThen(hasValue(col2.q4b),""2R * pi&nbsp;= %(ansQ4b)% * 3.14. Enter the expression into the highlighted box to calculate the circumference of the circle."","""")%>"	-	"<%=""""%>"	"<%=""""%>"	-	"<%=ifThen(hasValue(col1.q4a),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is %(ansQ4a)%*%(ansQ4a)% * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(col1.q4a),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is %(ansQ4a)%*%(ansQ4a)% * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4d-h1)%	-	-	-	-	-	-	-	Enter the value of the circle's circumference here. 	Enter the value of the circle's circumference here. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4d-h2)%	-	-	-	-	-	-	-	What information is given in this question? Read question 3 again carefully.	What information is given in this question? Read question 3 again carefully.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4d-h3)%	-	-	-	-	-	-	-	"The circumference is %(calc-gvn2)% %(unit1word)%. Enter it into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	"The circumference is %(calc-gvn2)% %(unit1word)%. Enter it into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4d-h4)%	-	-	-	-	-	-	-	"<%=""""%>"	"<%=""""%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4e-h1)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4e-h2)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4e-h3)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4e-h4)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4f-h1)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4f-h2)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4f-h3)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(q4f-h4)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	- 																							
%(gloss-area-h1)%																											
%(gloss-area-h2)%																											
%(gloss-cir-h1)%																											
%(gloss-cir-h2)%																											
%(gloss-box-h1)%																											
%(gloss-box-h2)%																																																	
%(bug1selec)%	col3.q2c	col3.q2c	col3.q1c	-	col3.q1c	col3.q1c	col3.q2c	col3.q2c	col3.q2c	col2.q2b	col1.q1a	col2.q2b	col3.q2c	col1.q1a	col3.q2c	col2.q1b	col2.q1b	col4.q2d	col3.q2c	col3.q1c	col3.q1c	-	col2.q1b	-	-	col3.q1c	col3.q1c
%(bug1exp)%	144*pi	4*pi	100*pi	-	9*pi	14*pi	144*pi	36*pi	121*pi	100*pi	153.86	100*pi	9*pi/2	25*pi/2	4*pi	36*pi	14*pi	100*pi	1.5*1.5*pi	12^2-pi*6^2	9*pi	-	25*pi/2	-	-	16*pi/2	1*pi/2
%(bug2selec)%	col5.q2e	col3.q3c	col3.q4c	-	col3.q4c	col3.q4c	col5.q2e	col4.q2d	col4.q2d	col3.q2c	-	col4.q2d	-	-	-	-	-	-	col5.q2e	col3.q2c	-	-	-	-	-	col2.q1b	-
%(bug2exp)%	24*pi	25*pi	12*pi	-	81*pi	16*pi	24*pi	12*pi	22*pi	20*pi	-	20*pi	-	-	-	-	-	-	3^2-pi*1.5^2	5^2-pi*2.5^2	-	-	-	-	-	8*pi/2	-
%(bug3selec)%	col3.q3c	-	-	-	-	-	col3.q3c	col4.q3d	col3.q3c	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(bug3exp)%	25*pi	-	-	-	-	-	25*pi	16*pi	144*pi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(bug4selec)%	col5.q3e	-	-	-	-	-	col5.q3e	col1.q4a	col3.q4c	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(bug4exp)%	10*pi	-	-	-	-	-	10*pi	12.56/pi/2	255*pi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(bug5selec)%	-	-	-	-	-	-	-	col3.q4c																			
%(bug5exp)%	-	-	-	-	-	-	-	2*2*pi																																									
%(switchBug1selec)%	-	-	-	-	-	col1.q1a	col2.q2b	col1.q2a	col1.q2a	-	-	col1.q2a	col2.q2b	col1.q1a	col4.q1d	col3.q1c	-	col1.q2a	col1.q2a	col1.q1a	col1.q1a	col1.q1a	col1.q1a	col1.q2a	col1.q1a	col1.q1a	col.q1a
%(switchBug1exp)%	-	-	-	-	-	%(ansQ1b)%	%(ansQ2a)%	%(ansQ2b)%	%(ansQ2b)%	-	-	20	%(ansQ2a)%	25*3.14	%(ansQ1c)%-%(ansQ1a)%	%(ansQ1b)%-%(ansQ1a)%	-	%(ansQ2c)%	%(ansQ2b)%	%(ansQ1b)%	13	%(ansQ1b)%	10	10	7*3	10	2*4.5
%(switchBug1msg)%	-	-	-	-	-	"Wrong! %(switchBug1exp)% is the diameter, not the radius. "	"Wrong! %(switchBug1exp)% is the radius, not the diameter."	"Wrong! %(switchBug1exp)% is the diameter, not the radius. "	"Wrong! %(switchBug1exp)% is the diameter, not the radius. "	-	-	"Wrong! %(switchBug1exp)% is the diameter, not the radius. "	"Wrong! %(switchBug1exp)% is the diameter, not the radius. "	So close. What you entered finds an area of a FULL circle. Semicircle's area is half of that.	What you entered is: '%(shape1)%' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	What you entered is: '%(shape1)%' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	-	That might be the correct answer for another part.	"Wrong! %(switchBug1exp)% is the radius, not the diameter."	That might be the correct answer for another part.	Wrong! %(switchBug1exp)% is the base of the rectangle. It has no relationship with the semicircle's diameter.	"Wrong! %(switchBug1exp)% is the height of the triangle, not the base."	"Wrong! %(switchBug1exp)% would be the diameter of the semicircle, not the radius. "	Wrong! %(switchBug1exp)% would be a side of the square. The triangle's base and height have different lengths.  	"So close. What you entered finds an area of a rectangle. The triangle's area would be half of that, like this: (7*3)/2"	Wrong! %(switchBug1exp)% is the height of the rectangle. It has no relationship with the semicircle's diameter.	"So close. What you entered finds an area of a rectangle. The triangle's area would be half of that, like this: (4.5*2)/2"
%(switchBug2selec)%	-	-	-	-	-	-	-	-	-	-	-	col3.q2c	col3.q2c	-	-	-	-	col1.q2c	col2.q2b	col3.q1c	col2.q1b	col1.q1b	col2.q1b	col2.q2b	col2.q1b	col5.q1e	col2.q1b
%(switchBug2exp)%	-	-	-	-	-	-	-	-	-	-	-	100*3.14	3*3*3.14	-	-	-	-	%(ansQ2a)%	%(ansQ2a)%	3.14*6^2-12^2	%(ansQ1a)%	%(ansQ1a)%	25*3.14	10	7*6	%(ansQ1c)%-%(ansQ1d)%	2
%(switchBug2msg)%	-	-	-	-	-	-	-	-	-	-	-	So close. What you entered finds an area of a FULL circle. Semicircle's area is half of that.	So close. What you entered finds an area of a FULL circle. Semicircle's area is half of that.	-	-	-	-	That might be the correct answer for another part.	"Wrong! %(switchBug2exp)% is the diameter, not the radius."	What you entered is: '%(shape1)%' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	That might be the correct answer for another part.	That might be the correct answer for another part.	So close. What you entered finds an area of a FULL circle. Semicircle's area is half of that.	Wrong! %(switchBug1exp)% would be a side of the square. The triangle's base and height have different lengths.  	"So close. What you entered finds an area of a rectangle. The triangle's area would be half of that, like this: (7*6)/2"	What you entered is: '%(shape1)%' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	"Wrong! %(switchBug2exp)% is the diameter, not the radius."
%(switchBug3selec)%	-	-	-	-	-	-	-	-	-	-	-	col5.q2e	-	-	-	-	-	col5.q2e	col5.q2e	col3.q2c	-	-	-	col5.q2e	col4.q1d	-	-
%(switchBug3exp)%	-	-	-	-	-	-	-	-	-	-	-	20*3.14	-	-	-	-	-	%(ansQ2d)%-%(ansQ2b)%	3.14*1.5^2-3^2	3.14*2.5^2-5^2	-	-	-	%(ansQ2c)%-%(ansQ2d)%	%(ansQ1a)%-%(ansQ1b)%-%(ansQ1c)%	-	-
%(switchBug3msg)%	-	-	-	-	-	-	-	-	-	-	-	So close. What you entered finds a circumference of a FULL circle. Arc CD is is half of that.	-	-	-	-	-	What you entered is: '4 quarter circles' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	What you entered is: '%(shape1)%' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	What you entered is: '%(shape1)%' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	-	-	-	What you entered is: '%(shape1)%' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	You cannot subtract a bigger shape from a smaller shape!	-	-
%(switchBug4selec)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	col5.q3e	-	-	-
%(switchBug4exp)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	%(ansQ3c)%-%(ansQ3d)%	-	-	-
%(switchBug4msg)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	What you entered is: '%(shape1)%' - '%(shape2)%'. You cannot subtract a bigger shape from a smaller shape!	-	-	- 																					
%(q1a_skName)%	-	-	Enter-given	Enter-given	Enter-given	Find-radius/diameter	-	-	-	-	Enter-given	-	-	Find-area-of-simple-polygon/shape	-	Find-area-of-simple-polygon/shape	Enter-given	-	-	Find-radius/diameter	Find-radius/diameter	-	Find-radius/diameter	-	Find-area-of-simple-polygon/shape	Find-radius/diameter	Find-area-of-simple-polygon/shape
%(q1a_skLabel)%	-	-	Enter given	Enter given	Enter given	Find radius/diameter	-	-	-	-	Enter given	-	-	Find area of simple polygon/shape	-	Find area of simple polygon/shape	Enter given	-	-	Find radius/diameter	Find radius/diameter	-	Find radius/diameter	-	Find area of simple polygon/shape	Find radius/diameter	Find area of simple polygon/shape
%(q1b_skName)%	-	-	-	Find-area-of-simple-polygon/shape	-	Enter-given	-	-	-	-	Find-radius/diameter	-	-	Find-area-of-simple-polygon/shape	-	Find-area-of-circle	Find-circumference-of-circle	-	-	Enter-given	Find-radius/diameter	-	Find-area-of-simple-polygon/shape	-	Find-area-of-simple-polygon/shape	Find-length-of-arc	Find-radius/diameter
%(q1b_skLabel)%	-	-	-	Find area of simple polygon/shape	-	Enter given	-	-	-	-	Find radius/diameter	-	-	Find area of simple polygon/shape	-	Find area of circle	Find circumference of circle	-	-	Enter given	Find radius/diameter	-	Find area of simple polygon/shape	-	Find area of simple polygon/shape	Find length of arc	Find radius/diameter
%(q1c_skName)%	-	-	Find-area-of-simple-polygon/shape	Find-perimeter-of-simple-polygon/shape	Find-area-of-circle	Find-circumference-of-circle	-	-	-	-	Find-radius/diameter	-	-	Find-area-of-complex-shape	-	Find-area-of-complex-shape	Find-length-of-arc	-	-	Find-area-of-complex-shape	Find-area-of-circle	-	Find-area-of-complex-shape	-	Find-area-of-simple-polygon/shape	Find-area-of-simple-polygon/shape	Find-area-of-simple-polygon/shape
%(q1c_skLabel)%	-	-	Find area of simple polygon/shape	Find perimeter of simple polygon/shape	Find area of circle	Find circumference of circle	-	-	-	-	Find radius/diameter	-	-	Find area of complex shape	-	Find area of complex shape	Find length of arc	-	-	Find area of complex shape	Find area of circle	-	Find area of complex shape	-	Find area of simple polygon/shape	Find area of simple polygon/shape	Find area of simple polygon/shape
%(q1d_skName)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Find-perimeter-of-complex-shape	-	-	-	Find-area-of-simple-polygon/shape	-	Find-area-of-complex-shape	-	Find-area-of-complex-shape	Find-area-of-simple-polygon/shape	Find-area-of-complex-shape
%(q1d_skLabel)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Find perimeter of complex shape	-	-	-	Find area of simple polygon/shape	-	Find area of complex shape	-	Find area of complex shape	Find area of simple polygon/shape	Find area of complex shape
%(q1e_skName)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Find-area-of-complex-shape	-	-	-	-	Find-area-of-complex-shape	-
%(q1e_skLabel)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Find area of complex shape	-	-	-	-	Find area of complex shape	-
%(q1f_skName)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Find-perimeter-of-complex-shape	-
%(q1f_skLabel)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Find perimeter of complex shape	- 																					
%(q2a_skName)%	-	Enter-given	-	Apply-inverse-operation	-	-	Enter-given	Find-radius/diameter	Find-radius/diameter	Find-radius/diameter	-	Find-radius/diameter	Find-radius/diameter	-	Find-area-of-simple-polygon/shape	-	-	Enter-given	Find-radius/diameter	Enter-given	-	Enter-given	-	Find-length-of-a-side	-	-	-
%(q2a_skLabel)%	-	Enter given	-	Apply inverse operation	-	-	Enter given	Find radius/diameter	Find radius/diameter	Find radius/diameter	-	Find radius/diameter	Find radius/diameter	-	Find area of simple polygon/shape	-	-	Enter given	Find radius/diameter	Enter given	-	Enter given	-	Find length of a side	-	-	-
%(q2b_skName)%	-	-	-	Enter-given	-	-	Find-radius/diameter	Enter-given	Enter-given	Find-area-of-circle	-	Find-area-of-circle	Find-radius/diameter	-	Enter-given	-	-	Find-area-of-simple-polygon/shape	Find-radius/diameter	Find-length-of-a-side	-	Find-length-of-a-side	-	Find-length-of-a-side	-	-	-
%(q2b_skLabel)%	-	-	-	Enter given	-	-	Find radius/diameter	Enter given	Enter given	Find area of circle	-	Find area of circle	Find radius/diameter	-	Enter given	-	-	Find area of simple polygon/shape	Find radius/diameter	Find length of a side	-	Find length of a side	-	Find length of a side	-	-	-
%(q2c_skName)%	-	Find-area-of-simple-polygon/shape	-	Find-perimeter-of-simple-polygon/shape	-	-	-	Find-area-of-circle	Find-area-of-circle	Find-circumference-of-circle	-	Find-area-of-simple-polygon/shape	Find-area-of-simple-polygon/shape	-	Find-area-of-circle	-	-	Find-radius/diameter	Find-area-of-circle	Find-area-of-complex-shape	-	Find-area-of-simple-polygon/shape	-	Find-area-of-simple-polygon/shape	-	-	-
%(q2c_skLabel)%	-	Find area of simple polygon/shape	-	Find perimeter of simple polygon/shape	-	-	-	Find area of circle	Find area of circle	Find circumference of circle	-	Find area of simple polygon/shape	Find area of simple polygon/shape	-	Find area of circle	-	-	Find radius/diameter	Find area of circle	Find area of complex shape	-	Find area of simple polygon/shape	-	Find area of simple polygon/shape	-	-	-
